工作流名称,子任务名称,开始时间,结束时间,执行时长
Test,Test,2020-10-12 16:21:53,2020-10-12 16:22:22,0:00:29
WF_LX_ACC_T98_OD_TRANSFER_E,,2020-10-21 05:53:52,2020-10-21 06:13:35,0:19:43
WF_LX_ACC_T98_OD_TRANSFER_E,t98_line_average_d_st_e0300,2020-10-21 06:12:59,2020-10-21 06:13:33,0:00:34
WF_LX_ACC_T98_OD_TRANSFER_E,t98_tran_qtty_date_st_e0300,2020-10-21 05:53:52,2020-10-21 06:01:37,0:07:45
WF_LX_ACC_T98_OD_TRANSFER_E,t98_pasgr_qtty_date_st_e0300,2020-10-21 06:01:37,2020-10-21 06:02:57,0:01:20
WF_LX_ACC_T98_OD_TRANSFER_E,t98_avg_full_carry_rt_date_st_e0300,2020-10-21 06:02:57,2020-10-21 06:09:30,0:06:33
WF_LX_ACC_T98_OD_TRANSFER_E,t98_stat_term_qtty_date_st_e0300,2020-10-21 06:01:38,2020-10-21 06:04:56,0:03:18
WF_LX_ACC_T98_OD_TRANSFER_E,t98_pasgr_qtty_period_st_e0300,2020-10-21 06:11:04,2020-10-21 06:11:33,0:00:29
WF_LX_ACC_T98_OD_TRANSFER_E,t98_tran_qtty_period_st_e0300,2020-10-21 06:09:31,2020-10-21 06:11:03,0:01:32
WF_LX_ACC_T98_OD_TRANSFER_E,t98_stat_term_qtty_period_st_e0300,2020-10-21 06:11:03,2020-10-21 06:12:26,0:01:23
WF_LX_ACC_T98_OD_TRANSFER_E,t98_line_average_period_st_e0300,2020-10-21 06:11:33,2020-10-21 06:12:59,0:01:26
WF_LX_ACC_T98_TURNOVER,,2020-10-21 05:18:10,2020-10-21 05:19:34,0:01:24
WF_LX_ACC_T98_TURNOVER,t98_pasgr_turnover_period_st0300,2020-10-21 05:19:01,2020-10-21 05:19:32,0:00:31
WF_LX_ACC_T98_TURNOVER,trigger_next_workflow,2020-10-21 05:19:32,2020-10-21 05:19:33,0:00:01
WF_LX_ACC_T98_TURNOVER,t98_pasgr_turnover_date_st0300,2020-10-21 05:18:10,2020-10-21 05:19:01,0:00:51
WF_LX_ACC_T98_TURNOVER_E,,2020-10-21 05:48:46,2020-10-21 05:53:53,0:05:07
WF_LX_ACC_T98_TURNOVER_E,t98_pasgr_turnover_date_st_e0300,2020-10-21 05:48:46,2020-10-21 05:51:54,0:03:08
WF_LX_ACC_T98_TURNOVER_E,t98_pasgr_turnover_period_st_e0300,2020-10-21 05:51:54,2020-10-21 05:53:51,0:01:57
WF_LX_ACC_T98_TURNOVER_E,trigger_next_workflow,2020-10-21 05:53:51,2020-10-21 05:53:52,0:00:01
WF_LX_ACC_T50_JCP_SELL,,2020-10-09 10:41:44,2020-10-09 10:41:53,0:00:09
WF_LX_ACC_T50_JCP_SELL,t50_jcp_sell0200,2020-10-09 10:41:45,2020-10-09 10:41:53,0:00:08
WF_LX_ACC_T50_TICKET_ORDER,,2020-10-20 10:43:38,2020-10-20 10:56:26,0:12:48
WF_LX_ACC_T50_TICKET_ORDER,t98_joint_prod_sell_date_st0300,,,
WF_LX_ACC_T50_TICKET_ORDER,t98_on_offline_pay_date_st_e0300,,,
WF_LX_ACC_T50_TICKET_ORDER,t98_on_offline_pay_date_st0300,,,
WF_LX_ACC_T50_TICKET_ORDER,t50_online_device_pay0200,2020-10-20 10:49:33,2020-10-20 10:53:13,0:03:40
WF_LX_ACC_T50_TICKET_ORDER,t98_prod_sell_date_st0300,,,
WF_LX_ACC_T50_TICKET_ORDER,t50_ticket_order0200,,,
WF_LX_ACC_T50_TICKET_ORDER,t98_on_offline_pay_detail0300,2020-10-20 10:53:13,2020-10-20 10:56:26,0:03:13
WF_LX_ACC_T50_TICKET_ORDER,t98_on_offline_pay_period_st0300,,,
WF_LX_ACC_T50_TICKET_ORDER,t98_on_offline_pay_period_st_e0300,,,
WF_LX_ACC_T50_TICKET_ORDER,t50_offline_pay0200,2020-10-20 10:43:39,2020-10-20 10:49:33,0:05:54
WF_LX_ACC_T50_TICKET_ORDER,t50_joint_ticket_order0200,,,
WF_LX_ACC_KYC_011101,,2020-10-20 14:16:36,2020-10-20 14:20:21,0:03:45
WF_LX_ACC_KYC_011101,t81_forecast_entry_exit_info0200,2020-10-20 14:16:36,2020-10-20 14:18:06,0:01:30
WF_LX_ACC_KYC_011101,t98_forecast_entry_exit_st0300,2020-10-20 14:18:06,2020-10-20 14:20:19,0:02:13
WF_LX_ACC_KYC_011101,trigger_next_workflow,2020-10-20 14:20:19,2020-10-20 14:20:20,0:00:01
WF_LX_ACC_KYC_011102,,2020-10-20 14:19:18,2020-10-20 14:20:36,0:01:18
WF_LX_ACC_KYC_011102,t81_forecast_sect_fcrate_info0200,2020-10-20 14:19:18,2020-10-20 14:20:24,0:01:06
WF_LX_ACC_KYC_011102,t98_forecast_sect_fcrate_st0300,2020-10-20 14:20:24,2020-10-20 14:20:34,0:00:10
WF_LX_ACC_KYC_011102,trigger_next_workflow,2020-10-20 14:20:34,2020-10-20 14:20:35,0:00:01
WF_LX_ACC_KYC_011103,,2020-10-20 14:20:18,2020-10-20 14:20:39,0:00:21
WF_LX_ACC_KYC_011103,t81_forecast_transfer_info0200,2020-10-20 14:20:18,2020-10-20 14:20:25,0:00:07
WF_LX_ACC_KYC_011103,t98_forecast_transfer_st0300,2020-10-20 14:20:25,2020-10-20 14:20:37,0:00:12
WF_LX_ACC_KYC_011103,trigger_next_workflow,2020-10-20 14:20:37,2020-10-20 14:20:37,0:00:00
CACC_WF_LX_FINANCE,,2020-10-19 15:27:10,2020-10-19 15:33:50,0:06:40
CACC_WF_LX_FINANCE,t97_cacc_8day_ads_tm,2020-10-19 15:30:00,2020-10-19 15:30:10,0:00:10
CACC_WF_LX_FINANCE,t97_cacc_num_ads,2020-10-19 15:32:20,2020-10-19 15:33:36,0:01:16
CACC_WF_LX_FINANCE,t97_cacc_8day_ads_amt,2020-10-19 15:27:10,2020-10-19 15:28:44,0:01:34
CACC_WF_LX_FINANCE,t97_cacc_5day_ads_amt,2020-10-19 15:28:44,2020-10-19 15:30:00,0:01:16
CACC_WF_LX_FINANCE,t97_cacc_5day_ads_tm,2020-10-19 15:30:10,2020-10-19 15:30:47,0:00:37
CACC_WF_LX_FINANCE,t97_cacc_minsal_ads_amt,2020-10-19 15:30:47,2020-10-19 15:31:00,0:00:13
CACC_WF_LX_FINANCE,t97_cacc_fir_time_ads_d_st,2020-10-19 15:31:00,2020-10-19 15:31:09,0:00:09
CACC_WF_LX_FINANCE,t97_cacc_trip_sum_st,2020-10-19 15:31:09,2020-10-19 15:32:20,0:01:11
CACC_WF_LX_FINANCE,trigger_next_workflow,2020-10-19 15:33:36,2020-10-19 15:33:37,0:00:01
CACC_WF_LX_STABLE,,2020-10-12 14:31:20,2020-10-12 14:32:22,0:01:02
CACC_WF_LX_STABLE,t97_cacc_bool_ste_1_ads,2020-10-12 14:31:20,2020-10-12 14:31:48,0:00:28
CACC_WF_LX_STABLE,t97_cacc_bool_ste_2_ads,2020-10-12 14:31:48,2020-10-12 14:31:55,0:00:07
CACC_WF_LX_STABLE,t97_cacc_bool_ste_3_ads,2020-10-12 14:31:55,2020-10-12 14:32:07,0:00:12
CACC_WF_LX_STABLE,t97_cacc_bool_ste_muting_cnt,2020-10-12 14:32:07,2020-10-12 14:32:12,0:00:05
CACC_WF_LX_STABLE,t97_cacc_bool_ste_temp_ads,2020-10-12 14:32:12,2020-10-12 14:32:15,0:00:03
CACC_WF_LX_STABLE,trigger_next_workflow,2020-10-12 14:32:15,2020-10-12 14:32:16,0:00:01
WF_LX_T10_CODE,,2020-10-21 06:26:35,2020-10-21 06:29:21,0:02:46
WF_LX_T10_CODE,t10_party0200,2020-10-21 06:26:35,2020-10-21 06:27:27,0:00:52
WF_LX_T10_CODE,t10_employee0200,2020-10-21 06:27:27,2020-10-21 06:28:18,0:00:51
WF_LX_T10_CODE,t10_pty_cont_infor_his0200,2020-10-21 06:28:18,2020-10-21 06:29:18,0:01:00
WF_LX_T10_CODE,trigger_next_workflow,2020-10-21 06:29:18,2020-10-21 06:29:18,0:00:00
WF_LX_T20_CODE,,2020-10-21 07:58:54,2020-10-21 08:01:34,0:02:40
WF_LX_T20_CODE,t20_platform0200,2020-10-21 08:01:08,2020-10-21 08:01:22,0:00:14
WF_LX_T20_CODE,t20_station_oper_mode_rec0200,2020-10-21 08:01:22,2020-10-21 08:01:30,0:00:08
WF_LX_T20_CODE,trigger_next_workflow,2020-10-21 08:01:30,2020-10-21 08:01:31,0:00:01
WF_LX_T20_CODE,t20_station0200,2020-10-21 07:58:54,2020-10-21 08:00:41,0:01:47
WF_LX_T20_CODE,t20_line0200,2020-10-21 08:00:41,2020-10-21 08:01:08,0:00:27
WF_LX_JTW_PASGER_B01007,,2020-10-20 15:05:22,2020-10-20 15:05:47,0:00:25
WF_LX_JTW_PASGER_B01007,t73_sub_railway_pasgr_date_st0200,2020-10-20 15:05:22,2020-10-20 15:05:45,0:00:23
WF_LX_JTW_PASGER_B01007,trigger_next_workflow,2020-10-20 15:05:46,2020-10-20 15:05:46,0:00:00
WF_LX_TCC_TRAIN_ACTURL_SCHEDULE,,2020-10-21 06:54:58,2020-10-21 06:58:03,0:03:05
WF_LX_TCC_TRAIN_ACTURL_SCHEDULE,t40_revised_train_sch_actl0200,2020-10-21 06:54:58,2020-10-21 06:55:39,0:00:41
WF_LX_TCC_TRAIN_ACTURL_SCHEDULE,t40_stat_std_train_sch_actl0200,2020-10-21 06:55:39,2020-10-21 06:57:42,0:02:03
WF_LX_TCC_TRAIN_ACTURL_SCHEDULE,t40_actl_train_sch0200,2020-10-21 06:57:42,2020-10-21 06:58:03,0:00:21
STN_WF_LX_TRAIN_STATION_TIME,,2020-10-20 11:01:31,2020-10-20 11:01:50,0:00:19
STN_WF_LX_TRAIN_STATION_TIME,call_spark_submit,2020-10-20 11:01:32,2020-10-20 11:01:50,0:00:18
